pc1,pc2,pc3
0.27325311184271167,2.2200744879711176,1.4433588520022886
-2.6441741335405267,0.521463317814167,-1.8053031776091666
-1.9941349115433626,0.6588606170658416,-1.6913245959948446
3.089652282526657,-0.3110990639709659,-1.9793769515723545
0.5666384367556995,2.3609636313023548,0.977908793386449
0.6137042765696331,2.247604602171565,1.0656784051051604
-2.463631494515914,1.1339265812620416,-1.9552049511732505
-2.1336474461919774,0.9748136160225687,-1.5783799129012892
1.2012654406738748,2.514779656287799,1.6675299282952674
3.0640003535567653,-1.2169144023707597,-1.0905376319469546
-2.0043689399976548,1.1424635782393737,-1.8849597998218584
1.0306818610396626,2.4771329568699243,1.5794956290128213
0.9675491567025573,2.4607054705980334,1.5064977406296614
0.8629390389934546,1.9620474464608244,2.340986606805704
0.6198726080147053,2.2119089860531727,1.6305141748459904
3.008993202640315,-0.8589220007073283,-1.0307889892097053
2.8365976415242415,-1.014009820811977,-1.0333550114754844
-1.2158827534339314,0.8025065587031781,-1.5728317268856464
-2.1244976549484824,0.9259876549922204,-1.64933555366419
0.1271535922078635,2.307393664817295,1.723157666614011
0.4714575285904786,1.8268445784651717,1.281853922413147
-0.9453991649830834,-1.284814174973767,1.3049802932742736
-1.3666816884939172,-1.8379445294705972,0.7693970750590811
-1.6155479355216522,-2.2431903725830993,0.8144978620240798
-2.1112674700217653,1.1350744597614602,-1.3715821842397347
-1.0959378254420284,-2.0420050003918937,0.6323159350892286
2.8346117457357765,-1.2208383693367086,-0.7055303579081477
2.7526423750247546,-1.3179347164515696,-1.2129939063917166
-2.3010738667774606,0.9900631529267244,-1.7596722738320332
-1.372236695983388,-2.8886319821425226,1.9379752097429956
0.23949542738341065,2.0802347408630517,1.4221245401522105
-2.624428709454472,1.0917002823003865,-1.765903320026269
-1.570742917397879,0.9825777946341435,-2.067288615525949
-1.6183164497800187,-2.2675525523728166,1.742811544166143
-2.2291242629777335,1.4982587365726074,-1.6463695241948062
0.6011607654970655,2.649508388332021,1.3950842457873724
0.3324191133262252,2.3974694865565924,1.3434326444778009
-2.108445309135371,-2.2939459201144454,0.9880810935661899
0.16367559421537656,1.9428485501486894,0.8615913458503504
1.0338031315277565,1.7222563593529898,1.543324652331474
0.2654441541539357,2.299967353254437,1.3315519933556776
0.6334574888167033,1.6211584176896445,1.8766378735320974
-1.3893033630908094,-3.2635223872023915,1.6199625277277863
-1.755968738713338,-1.8246473605643645,1.1848154177572845
2.521733932885984,-0.7230333131097629,-1.094295748624181
0.056701911060852504,2.0014403921744317,1.426635497326618
3.225422160986945,-1.0655622474559732,-0.8161531199024031
-1.8191425514739814,-2.3916139458919674,1.300094937516902
0.867107602329877,1.5122971632276039,1.0637981859509629
3.267446741838241,-0.8862490614310601,-0.7775249005270467
-1.5750141264673443,-1.8885667286574908,0.9257308079979643
-1.3627506614432328,-2.5803368736503343,1.2743636938319165
-2.279885064020902,1.0015748040918053,-1.6538859911519177
0.21647726900425707,2.4480352796814695,1.5109205202389848
2.545410938123313,-0.7473636928766113,-1.3994783502672024
-1.172054511460418,-2.1395557049248133,1.3923138925867302
-1.8324267107776089,1.0330703356830953,-1.7425685102698378
2.6672128609167474,-1.0859636798880732,-0.5470750049433716
3.2766027371400104,-1.514445773921167,-0.7005985076475281
-1.1294697114312071,-2.1910876756244524,1.2527363867928314
-1.4890009055519764,-2.1955215633267486,1.232743235191129
2.8190041849632714,0.12000172973267137,-0.9597012282773046
0.40951915547044226,2.348878878530838,1.8140051561578427
-0.05828642441681217,2.8789186252770667,1.6168341390482148
-1.731848292343296,-1.5211718096821698,0.9201884360784727
-2.2346441414787583,0.8327485620180906,-2.126887118953769
0.87943524607121,1.8426645622210887,1.438386829156978
-2.6559872982814303,1.0454156631671805,-1.8298855982420945
-2.0670954503099983,1.2547301039075898,-1.526382901905254
-1.8797315092867752,-2.081441407569035,0.8550613241900804
-1.8375389281969063,1.2212302073206847,-1.6320121097021245
3.481250303451385,-0.7909235250005416,-0.8841294766093938
3.1809351269616957,-1.4629684884745078,-0.8879987781171866
-1.2979085134145933,-1.6430233679757114,1.343877865080661
-1.163899064761631,-3.102943246188797,1.5296305387493077
-1.6591639818252228,-1.6497856451049147,0.4873864436095952
-1.3291612553509593,-1.693742035766285,1.159222734213705
-2.6309959184868927,0.7835960423028433,-1.8177438477818109
2.562782662256049,-0.7102148407981446,-1.2635884459652296
-1.2168482654735913,-2.0961482063297843,1.4446706222699925
