metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,anomaly_flag
0.15242136674613782,0.28741783786219277,-2.9856601256637285,0.803515701647105,0.37105274038302866,1.6371105454109487,0
2.1646368808136067,-1.0327335486613003,0.8275473342264751,-1.4248276352965028,-2.032562449647707,0.09676611236746194,0
2.512255393169284,0.050813200102483094,0.45143328819874684,0.7327772310456973,-0.30376392718122275,-0.6364730952614818,0
-2.333583244498625,2.1006227289562167,-0.9773138005127892,-0.2648007854229316,-1.7359205911429734,-1.2093589118124919,0
-1.3637630118676338,0.6277007687548151,-0.6028930323612056,1.339139715398077,1.1527685279232862,0.8711952831358865,0
-0.8610199779553241,-1.2624484476906357,0.132044069231503,0.4781270398957468,-0.6457223088946487,-0.04745524617570736,0
-1.3431211986220706,0.38998836993727326,0.10355750806074393,-0.2051933022949784,0.08157670622282179,0.6592910025577642,0
0.45486950342647287,-0.06147054239816367,-1.4107774880019015,-1.512123838173831,0.7736950992259678,1.1721064871962552,0
1.9966595100492708,0.8151830885290177,-0.18990329681482881,-1.7775639273708894,0.6048210917038065,1.6671291277817992,0
1.112889898106453,-0.6485818455150638,0.17710098248208783,-1.4280405192091072,-0.8277353377259261,0.2741610369517318,0
-1.8267866534763493,-0.48884947584393557,-2.5791225341787336,-1.4493007617220892,-1.7933776973044457,-0.7779395297817819,0
0.008278092262729676,1.15625102216293,-0.13173770345488037,-0.6719221850148754,1.0769448342019106,0.434540830300191,0
0.6504124976112025,-1.6788264791362815,-0.37758402850205214,0.449654589231954,-0.6334668643682461,0.42867910043170954,0
-0.28172404350787406,-0.15647529551704462,2.0715659444058487,-1.4148844479303544,-1.4157087934960375,-0.8120610868986571,0
0.2248148306483274,0.38720716529124116,-1.566722006584705,0.49055569855184494,-1.8365496387255509,-0.017558582799222153,0
1.19582600528613,0.3864311582558448,0.4259953279195083,0.36915859775229176,-0.03463507886617595,-0.6953160240530819,0
1.3653721227425781,-0.5114930121610851,-0.08707342909600445,-0.21348039000613445,-1.0613749044603307,-1.9403338449094225,0
-0.7063454748939276,-0.7392126194769162,0.21497587383009362,0.44571867371893087,0.25370897796934905,-1.1684673098855214,0
0.12866008628095713,1.3333913544154332,0.1486168539845365,0.8186615037187499,0.15340069173996143,-0.28033292959545114,0
0.8498800700061229,-0.613349624669312,1.0282352928947462,-0.589162198681856,0.7915797538561933,-0.23700406851541012,0
-0.10809274601852022,0.2544452891419625,-0.40916332747762935,0.5808710247070816,0.9349000123711225,-0.9080614717351986,0
0.5550454365573633,-0.0018097572289794514,0.2007149662548822,-0.002738629981734543,1.894184273693421,2.2591476150182315,0
0.5338957147872989,-0.203955206550141,-1.6373190526639423,-0.39911621028599725,-0.6957341259069607,-0.01541080356250162,0
0.2812032715500504,0.7854560754211787,-0.17564851059896405,-0.9207493498963872,-0.04797804842678932,0.43463832648289535,0
-0.11903390794673258,0.7020387598079284,-0.08024367049075035,-0.054235234130891666,-1.7136146772660363,0.04943477197568271,0
1.429402365374086,-0.11570672469838747,-1.825400049849913,-0.4135119596255522,-0.18400176205052338,1.2393197684238522,0
-0.020812810319549905,-1.1112140925464526,0.2548542112973303,-2.9705863137511668,-0.28258365469032026,-0.8694105058416346,0
0.23166181881962508,1.1521411085973237,-0.46918810825766827,0.21051719776032077,0.7864395547393246,-1.3310368968250763,0
-0.7297439387377083,0.2948970669443176,1.7201511554029212,0.1969719311882723,1.1207535678747502,0.12621476453802843,0
-1.658445134221852,-0.19979536245261983,0.527247149631373,1.6005050223245316,0.8615051875679731,-0.22341904931457493,0
-0.9026462699624136,-0.7260472889851135,-1.2140798203135308,-0.43892917764076955,0.9443501492218472,-1.304193942369843,0
0.11239131184377026,-1.230018682577916,0.775462306052614,1.3843596284320312,-0.916679039546038,0.05062321116299838,0
-0.3986110496653834,-1.7125993721317416,-0.14667142258128749,0.2061962187091479,-0.3818249991418813,-0.6040469021355772,0
-0.8633798080979252,-0.2660714289047241,-1.1789034571677461,0.6919175592583988,-0.17590988733770638,-0.45874996104113125,0
-0.635922883802912,1.107278778446412,-0.699958954705655,1.8207972639125323,0.7626394593126498,1.494460620764516,0
-1.4048553246036903,0.15382091118540325,0.11136136089460204,-0.26632696738183376,0.3570909248782623,-1.4499466654149804,0
2.149153467867193,-0.0230874834319322,-0.9237096935213762,-1.4382930635924795,-1.1648294363384795,-0.0941680129768609,0
0.8397564251300238,-0.11783552727972917,0.28691824607818334,-0.12106848985037783,0.7392596476904137,2.03609991753009,0
-1.2025083958388696,0.03983491984628508,1.8266191544301933,-0.910787135177138,0.21835791933065887,-0.28090939357263117,0
-2.396814293426849,-3.1948775694812968,0.1566158255528445,0.8677176511984024,-0.10020409661384348,-0.15704400941330343,0
-0.47706024927262014,1.4089503576602878,2.5226396800557005,-1.8871675405973676,-0.7769378181756539,-0.9423359407221287,0
0.6766232565096723,0.787044993800722,0.21956216266180562,0.13750927470180954,-0.3905119740174078,0.599655203068747,0
-0.1894105015580521,-1.0533836778240393,1.8733160622078038,-2.4111250227971346,-0.3862880561138176,0.24303790832869446,0
0.6701426835569384,0.23673951561682388,0.8689177799702796,1.3687744726090019,1.2587460959969397,0.09893001906304397,0
-0.4662042082633071,-0.7893487290723267,-2.026047913316179,0.19504474499100596,-1.3468714919942621,0.5530690075735704,0
-0.5279216960645566,-0.18174156686224058,0.0764170774352829,0.23754636534610216,-0.553020664092996,-0.971034499940526,0
-0.28172182224113645,0.17714031278275574,-0.30686725279219174,1.0318233707971283,-0.3732577512257375,-0.8126120931975619,0
2.788943975953956,0.16416933359335506,1.5957316612734505,-1.7794799865018822,1.3184275241332413,-0.3600878181426314,0
1.8895313090925598,-0.12421318505971951,-0.21355039336440085,0.5554116886721623,0.5275666348201958,-1.4717256537231587,0
1.4297978231904085,0.9975866114835955,0.4564037165107675,0.1440418827144018,1.3583451112283988,-0.037905174395242984,0
-1.0443891134118954,-0.01225449354937325,0.15000254607054334,0.5483354458698667,0.12911790653685465,1.9056175612965631,0
-0.1065456374965589,0.6954998633717834,0.2923359817433937,0.6933036770069808,-2.2482644049376677,-0.6227657237681702,0
0.20602389626231096,2.799190949357588,0.17525526085653212,0.2106313020698793,0.47142257905068125,0.5047447609428282,0
-0.229025726780544,-1.5679913675258892,0.5485711786763405,1.0034994325855322,-0.907325756136064,-0.08058715995066414,0
1.3636890692623853,-1.2953043270399986,0.9447388832762723,0.45189522059117615,1.358500232054463,-1.0078061882452227,0
-1.1117047858160167,-0.6243677742935818,-1.8949243654445498,-0.5319428994161686,0.07601755632551506,-0.10819880299187387,0
-0.8779914299999961,1.6335449426197524,-2.0043871259177455,-0.003215570332377455,0.29332026792415095,-0.01559311632834611,0
-1.0859190968345054,-1.2024628484787898,0.8085981795083381,0.84742523802438,-1.5092276074443458,0.7767355589186531,0
0.6538844909755747,0.10762959494790658,-0.025825583742726036,0.30733312061929774,-1.49254504709235,0.09953836229560775,0
-0.17201476224413906,-0.06360218309244789,-0.3423296171334384,-0.7238833242448197,0.2861848849154904,0.9031584309386567,0
-2.8938614067519284,-1.0030509547109818,0.26924948920536607,-1.1015391736545184,-1.094820941177471,-0.9107154464997591,0
-1.8241135681767227,-1.317501563189536,-1.2152323052482363,-0.0075354404285003975,-1.0820882162262924,0.6139403312856527,0
-0.9648077307459028,0.6304563732628051,-0.13896137787222076,-0.0944652897306366,-0.00574538343047183,-0.8899381309453354,0
0.45061749016937935,1.0623570331485925,-2.0231663808725564,0.2072970422297581,0.23987256934181547,1.1109697349330763,0
