value_score,usage_score,risk_score,growth_score,support_score,segment
-3.3109827081009087,-6.396490580708072,-7.4605803303098135,2.791769417425168,5.810915600384798,3
-2.8167697392645525,-5.782904238041978,-6.9857122576733035,3.579858045951884,5.806966940333816,3
-2.2027495398623373,3.4876607348040327,-6.169734918194738,-9.230821327539926,2.5011699256926025,0
2.048888563586151,3.54172067025409,-9.183740793034419,-8.807509736747747,0.15811131312570703,0
0.49157690217631034,2.994818035723385,-6.934888153271638,-7.453046338074349,1.014564605335873,0
1.4366066835849793,3.475168815099077,-5.994752477158967,-9.448528706860321,0.5956108708670884,0
6.811186697039121,3.6394301892781873,7.9530765736403515,11.014682403544073,7.355474074233715,2
1.0620253120742875,3.3158957128302737,-6.31832195630513,-10.076324296997392,0.7544018343504268,0
7.362588585166592,-4.8107334699682625,10.475491030614226,-6.1302672604735555,5.631853846254516,1
-0.7014411445649409,-6.309530772520579,-6.560617986924968,4.028238770551577,5.727932670209626,3
2.7623769968109846,1.9185144513753336,-7.482036220406776,-10.40076041559299,0.7975373732467668,0
9.901515507091489,6.903378127434338,9.331309639392712,9.442854706375268,9.665870342599991,2
0.0067108395153332445,2.094566737661961,-7.947757469116217,-11.21660702004502,2.4387215220967366,0
-1.4329815873712985,-4.924243618948177,-10.332085770530599,2.7653030790060376,4.448378090523616,3
6.947200012367138,6.7690064813023465,6.08370449607302,9.120002553027179,7.814961371681232,2
7.960357218870077,4.098828288167439,7.489544239406594,7.85960901454695,9.9722586219203,2
6.975424037156039,-2.0157643384346944,10.353253312610763,-4.285425023659563,7.023344427230541,1
5.443371710529528,-6.009267090161336,9.210533982306524,-5.733022770261452,9.875485319090881,1
4.882706968809605,4.856423959571144,8.150704471044667,3.5523287480786894,-11.192110097265104,4
7.463904652671774,4.11843411477922,10.083927002861275,9.415442381068846,7.436034060880565,2
8.40537940430762,-3.38989831387179,7.52897927602007,-5.4389852990220175,7.05787842982327,1
2.5028232310867167,3.4850191793008967,-8.301885052983511,-11.300550520607613,2.8623633052091098,0
5.284621033905134,4.049053720318039,8.183663936326393,4.2421196803381855,-9.000183552392386,4
7.00210569499529,4.493987483220085,9.00341650636005,2.877930830908671,-9.914299085494173,4
8.31321211363233,-2.7325477856980194,7.232778032322589,-5.78084563208785,8.782516327658229,1
6.128045719119583,6.020608169475128,6.360053493238455,3.8299369887204247,-9.446915757935137,4
1.4194041377215898,3.143647639546653,-8.053952537714284,-10.471218092796514,1.0092115144907472,0
8.349673824405052,-4.264709278217207,10.11728537009234,-7.485694626975048,8.667006397660181,1
-0.8167597944858387,3.505871653540165,-8.014824778084108,-10.641230277177709,1.6937500790438247,0
7.291176951617942,6.196235624293289,8.809937273820983,3.1564775584582367,-9.508836327939788,4
5.401311332782101,6.560433813768304,8.685205259884574,4.6055546960211196,-8.95654532633095,4
9.342606760751163,-3.9629717720241517,9.647474005831894,-6.05071479483726,7.615611114037604,1
-3.5262546916827473,-5.54196896899162,-7.481372807597553,2.819482253120688,7.589659698875405,3
6.961008883779951,4.95515909525082,9.77422798243894,8.318814513103545,9.353420389222043,2
6.950702666596624,-3.8802850413799153,8.630715537214588,-6.3752205783838205,8.259030835440587,1
9.25056379461649,3.3863055647511153,9.02046457672282,8.182638953773315,8.62284190438124,2
1.072383429848975,0.7774453829893493,-5.182656646229837,-10.714767666788731,1.4394741447724995,0
-4.353982091982013,-2.900586961777079,-8.741588696812066,1.3919082864262398,4.94092782299809,3
-2.3911667995729204,-6.320714367330256,-9.714129768546371,2.7839815566132318,8.117407599936783,3
3.423544757625692,3.3734406585623247,-8.42633803875521,-7.1604331845437414,0.946074798755566,0
3.2270766587265522,1.8150765113708762,-9.27727391850153,-8.481500344530042,2.5020889809259517,0
-1.1630700664839941,-6.698164900387569,-9.941828955503675,0.6519687846052253,7.234491430720121,3
5.9877693524505595,3.098235102496048,8.635790687327516,8.10254834354652,9.822990971612496,2
5.128074661084454,5.083314871653148,7.052238141322318,4.051752609680949,-8.693324768304477,4
6.1495889866021205,5.066025076592114,7.097155058408103,2.922148636640605,-10.789740214090585,4
8.352215985899658,6.962338642339228,8.31740562843555,4.472852948012284,-9.339131507602712,4
8.692333431638502,-3.28727411316433,11.381938004479883,-6.111567379449663,9.09008048630901,1
-0.5656991997044256,-6.358561638764433,-7.025155762745052,3.7149569553097397,4.883198099161053,3
-3.4327534972013907,-8.478094537058427,-9.42899334501243,2.9707133872386207,4.413227438813407,3
7.015627552679491,4.58343098264049,7.665279638388306,8.306969432108803,9.571796212711131,2
6.909324501547134,4.423229182461104,6.348800924128954,4.607719717733996,-8.719216959407008,4
7.522703209660337,-3.210438231083157,8.795744674023565,-5.200748116120714,5.981934632165119,1
7.7827538495109865,-4.201631599442711,9.766957970186926,-7.44745318156288,8.080925369674281,1
6.827234100948367,5.363267013570647,6.969520441501826,5.772560614873474,-8.962545118440397,4
2.2685529266138844,2.6049211349118817,-7.079138443053879,-10.39123939362915,2.566977968146699,0
6.094752695216521,3.9323525754979407,8.895217936853195,8.48352641998139,9.21364435675301,2
6.065247816983838,-3.9051806156637707,9.922714262142232,-7.859086562050374,6.3784549297344695,1
8.554734960756377,-2.195681586995372,8.150295058988686,-7.136688598754156,6.2551262155478,1
7.383259830326662,-2.763115004018564,9.103034317639933,-6.181147369977689,8.208080662925681,1
8.664190994864112,4.209639447533742,8.655539193864087,8.797955224126309,5.114799011991519,2
7.8248531518736595,-5.424115809347527,8.2686255662404,-3.8396632580206322,4.081061150646648,1
6.2572875615850085,6.091844810968374,6.0449510572647345,4.6336316911169755,-9.384949314026182,4
0.9352223597458122,3.087816557240893,-7.62967078927729,-9.204909619240473,0.9992113161586655,0
6.282631087177333,4.065652315270398,7.603076690455934,5.304743991406381,-9.037404766528576,4
6.5838640378547675,5.648205955055328,8.878204438992492,9.121142189658245,9.050284756062817,2
9.98682857477138,4.1645365232893745,9.176961411633084,11.314748478378563,10.705014969907527,2
3.424974028293976,-3.309733542710552,10.283695978303705,-6.13931945889721,6.798789831162975,1
