spend_score,activity_score,value_score,risk_score,cluster
-4.498227195719234,-7.079898392587364,-4.235294847430802,0.16402844281252227,2
-1.236943835281887,7.8718334037206645,1.7859636374276286,0.3076348018760815,3
-6.1455753254663446,-9.454593601875738,-3.789318277060101,-0.4224333441119452,2
-4.015681014398461,-9.063645389359172,-4.028616088856876,-0.5509460559590352,2
-4.551889557867814,-9.052762259867087,-3.158422042428326,-1.6247657424910653,2
0.13012576270007464,8.371934805666319,-0.18508682644805075,-0.0767526083457406,3
-0.2836337299868221,8.097141128661946,7.24977316414744,3.6128596581134174,0
1.8516840850993894,3.401772550669156,-6.66691461164267,-3.2437591776950674,1
1.6038504643188511,0.7635156190763197,-6.948479777303182,-1.7110772506706922,1
-4.42455005456279,6.271980918291337,8.18033778399263,4.609890827203817,0
3.6743955275679614,1.3045396406268854,-6.789952058348923,-1.96671125317722,1
-1.4580352562567025,7.5812492282179615,1.227744334404473,-0.062399796984425215,3
0.37941116298707966,7.949442348381606,-1.4417329475282892,-0.3687228800684421,3
-5.082110141520402,-9.903296531991112,-2.5030820374807687,-0.5044927960254028,2
0.11025369044529754,7.025006581621056,8.874618102062161,7.824282034230218,0
-3.5930259246088783,-7.102629763722176,-3.640915366237561,-1.6899477300487353,2
-0.2554334020068522,7.142031729284735,-1.3018035615565138,2.943227102961483,3
-4.287406831907555,5.69560450673119,8.243713262809722,3.4185674786397,0
-5.994376244782833,-10.614058027797174,-4.6327624871516395,-0.7348785757515175,2
-1.3679178231140094,6.146820834088034,-0.3285230844086341,0.18153657851600946,3
-6.289127973474777,-8.047186350981532,-4.153420353650328,-0.2703226531260223,2
-2.272206365801372,6.612535950352178,11.512726829533692,3.2345815926337624,0
-5.943347448660359,-10.05288135162017,-2.4044996483483283,1.9094525886790041,2
2.274820335402362,1.2504194405410156,-8.097672549665786,-2.608980318414717,1
-1.8187200408243274,4.896910637653328,8.389530051927007,5.292380140178483,0
0.1252854554977204,7.37619312781128,-1.574466608647349,2.213967127530787,3
-5.145065684071115,-9.189926392018844,-5.845019688142614,-1.8061939031749081,2
-6.273452105913571,-8.45933099168843,-4.17275150618762,-0.48813872576381667,2
3.281512040848781,2.935083690138265,-5.982463666155454,-0.14512700439593473,1
2.1267462122756324,3.08109114430673,-4.722107957988849,-4.101997523742562,1
-7.059394956723507,-9.03943487401005,-3.836683843524986,-1.9614626884429953,2
1.7730274283422192,1.342203338195894,-6.117934175273715,-2.7496935034338286,1
-1.6965100455014062,4.860618828585324,9.401087248457696,4.23390010599496,0
-0.8619990439931805,6.498108868453539,1.529487811353094,1.3160254108923382,3
4.102153136056019,2.6846564062439278,-7.068276183268103,0.4918387896753993,1
-0.23120615841254066,1.1266794619935276,-5.757019152413493,-0.5021693131587872,1
1.0705716081093224,2.7535783363885766,-6.792950178460356,-2.3364663529858767,1
1.772712973600989,1.4807971066364718,-6.80138501678578,-3.4267125774170024,1
-0.7321333737437995,9.431870757919917,-0.12007845337382217,1.0114299065975032,3
1.0536354060193749,7.695898531716287,-0.15703615574832153,2.504344579065508,3
-1.359160445149966,6.11287960444866,-1.0463758058301862,1.849232027975793,3
-2.632051324808419,7.682007563500235,8.148554156218575,2.5773097964788354,0
-2.9943056140932156,6.831878288819643,6.828474485621493,4.179966330689733,0
-7.261452630637619,-8.381131937445002,-3.655231363249689,-1.765233088128,2
-0.8899525149454465,8.370970236038719,1.7958610299944582,1.6312822686762738,3
-1.3984720096186978,7.987158342253431,-0.27601111959299096,1.663729181329107,3
0.4772096277424046,5.916873940870247,0.44236901483251223,1.223877188832757,3
0.7575729648293912,7.041667455485366,1.4173828372234447,0.7835626596099103,3
-0.7289652681839118,7.601050380759249,1.8425735529529175,0.08959940440278436,3
-1.670056328608092,6.656398756448353,-0.27422740354923214,3.5787880465424986,3
-1.668304645888891,6.644427621147284,-0.6312171521999435,2.5046680138897743,3
-3.8645140035376664,-7.0260572760793725,-3.4955933042221146,-1.9904423788426053,2
-2.3350348492368407,-9.13519275598997,-4.566573549400808,-3.041539834108911,2
-4.3819434258519525,6.372915928101493,9.537300927733048,4.351107907089517,0
1.390712941276786,5.690281497927291,0.5123017717082349,-1.9023556915493494,1
3.119076601691,4.0014712923383176,-5.900759881149032,-0.8277168172951124,1
-0.8964487674334116,6.8947144149111885,9.45838789357589,3.7453260977335754,0
-2.8488056564505504,-7.34715810723212,-4.9569295224603565,-1.1147773201330433,2
1.4396079065280827,1.253704200459465,-4.86607824885827,-2.422298148192644,1
-2.292546654796218,6.922703966263131,8.44952382837603,5.043994779078508,0
-2.856405728145711,7.876837521808513,10.03385152349852,4.607277792687612,0
-2.3622830549542417,7.72686076047539,9.691944051158918,5.115372893647489,0
-4.645708134853453,-9.262758418271003,-5.512577894694447,1.0352770462355987,2
