baseline,current
0.05825999220142562,-0.35456735704770953
0.7437237246570357,-2.467245799406389
0.2459719181170223,0.655160410018605
-1.2985558748966355,-0.049881518636617356
-0.5617476335423478,-2.3175971017050694
-0.7230611367968642,-0.537831119528221
0.0461316489996426,1.431467238709435
1.2666826546585472,1.0199517592639693
-1.0303730283401942,2.1082827473381704
1.0245718403013284,-1.3508051049575447
-0.5565281042094968,-0.9652488749097772
-1.0309694886026008,1.4510367595573872
-0.18318585855408873,-0.04470633988474826
0.7888767122129334,0.8728561482645432
0.2076710847513629,-1.4221082229216386
1.7251170197217152,-0.23944565924651212
-0.454746208419045,-0.12525758098314171
-0.7375029589219194,-1.2439515219427353
-0.14667713719070055,-1.0345813118037883
1.8810247274934373,0.07957358808993183
0.6148039557355733,-0.21521044521171184
-1.181395630663386,1.669587138324214
1.1832696186218699,-1.7819282609898335
-0.429864482240824,-0.07486047476135682
1.7664747950790736,1.402054832352111
-1.8076283120224879,-0.4501241047292405
0.6059771035763641,-0.4726964766119737
-0.1853257952204026,-0.4729721488782394
0.33778263153573185,1.569543300946521
1.068859237564788,-2.071393530324306
0.18060504229620927,-0.7353581560573264
-0.5326930311783871,-0.1384541902078441
-0.9366291378427798,1.5176133575210216
-0.7272706893865921,-0.08829050703504948
-0.8509996445511084,-0.7074964409739641
-1.7499963769000748,1.3513805450278662
-0.6606847182929563,2.5652880804986915
-0.7427527681944202,0.5677764092736308
1.4024249904746005,0.6803697070135033
-0.4934558498047188,-0.17387593434154053
-0.6202312523473399,0.6164625231193265
-1.6191530270470054,2.2513306591230404
-1.7923459761520428,3.131744387895973
0.8898266139037441,0.4561029328586441
1.061538132561822,1.0189537845014855
0.602293968270574,-0.9935486335710855
-0.02347258180283118,0.8298406364066089
-0.13929597458854376,-0.7514765242579193
0.06655415784005989,-0.9218889769695455
-0.7728493787598932,0.3698452718282873
-1.7431922670224909,-0.4857660635051459
0.8209128211267406,0.5827781809467341
0.6599470536406109,1.2359076454664093
-0.6281137456413618,1.8991174570568516
2.0834411487324775,0.21388049911028797
-1.1293109167028808,-0.5873074552290578
0.6081652648275832,1.678223290932037
-0.3964738009672824,1.8876571053549072
-0.8071656879967666,0.32213909340368313
0.01821515186288505,-1.859204986168004
-0.16165922528716084,0.20055815142235559
0.9129987331077054,-0.8826639081142393
-0.7213992233323056,1.229772677717274
-0.15882975427007018,-0.14432598395437896
-1.0493254389980653,0.5623772271884804
-0.44506112054292873,0.09821589861281405
-0.7402894347434764,1.0118472660280569
3.163245738405739,0.6520026557316552
-0.31361467557246725,1.0596046554032943
1.346159088694148,1.1717543370946242
-0.36902352239224323,1.5190330918730732
0.23801256353454175,-1.5331680504483907
2.318994948434553,-0.13600149799973787
2.087600728879153,0.3337986547403442
0.09518780376362211,0.5238734808172603
0.1136159446214007,-1.0363492627886992
0.24457660641542034,0.8054458695946884
0.5937648426172835,2.0683965635324433
-0.5285475733146028,1.1089422411801917
0.5296199298417693,0.8202460234646085
0.6246806846397316,0.36718877192274246
1.3368118013774244,0.9558093753991472
-0.2884237926191916,0.4888113541814583
-0.34825620830310794,0.7862066343288499
-1.5659148116368535,-0.010583585750292751
1.6079991639912592,-0.6256785469511759
0.11023337943479254,1.0396782540477956
0.9061314746203362,-0.9537933884707361
1.9234575037513322,-1.5913076906190788
0.5240440132878446,-1.2390520385304258
0.25337506307782964,0.4856622784704612
0.3247966713363876,1.3402814693279288
-1.450329034650561,-0.051246335756637895
-0.9247376745925959,0.7816218314615089
-0.398423294299946,0.13584676671803989
0.005055088292024478,0.4862791594554059
0.9399275878925634,0.3477580338979323
0.5184367017110878,-0.461856891083875
1.9322916800589642,0.2490051240657886
1.0247924994210806,-0.56174836104387
0.891538052649778,-1.028224034348062
-0.5169342376216807,-0.8686814754370455
-0.09851525651342775,0.4153914410737314
-0.8932321043459297,0.3540890562568711
1.8153009607372173,-0.1754346652728262
0.28657311776554667,-0.669520805978872
0.16814416286958644,0.3896288767235222
0.27163486721800273,1.1116875577035712
0.7192511776003498,-0.9172944752769117
-0.016436766700348052,0.04136433318750801
0.5576216653218875,2.37352985819378
-0.36421252140283256,1.058718023882033
-0.4829599900576604,0.9353951019005968
